0 - Sexe,1 - Tranche_age,2 - Statut,3 - Foyer,4 - Enfant,5 - Taille_ville,6 - Region,7 - Style_de_musique,8 - Moment_musique, 9 - Musique/jour, 10 - Musique fréquence, 11 - nb concert, 12 - appareil pour ecouter plus souvent de la musique,13 - musique seul,14 - Visionnage Illegal Musique,15 - musique accompagné,16 - Plateforme
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Musiques du monde,Pop / Rock","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,NULL,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Dance,R&B,Reggae,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Une enceinte ou une barre de son (connectées par un fil ou en Bluetooth),Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,Classique,"En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Un smartphone,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 50 à 64 ans,Couple,3 personnes,Aucun,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Jazz,Dance,Electronique,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 3 fois par mois,5 concerts/festivals ou plus,Une chaîne Hifi,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 50 à 64 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"Variété Française,Reggae,Musiques du monde,Pop / Rock","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un poste de radio / un radioréveil,Plusieurs fois par jour,NULL,Tous les jours ou presque,Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...)
FEMME,De 15 à 24 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,Musiques du monde,En faisant du sport ou des activités récréatives,NULL,1 à 3 fois par mois,1 ou 2 concerts/festivals,NULL,Tous les jours ou presque,NULL,Tous les jours ou presque,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Metal",En cuisinant ou pendant les tâches ménagères,Entre 1 et 2 heures / jour,Tous les jours ou presque,Aucun,NULL,Tous les jours ou presque,Uniquement de façon légale,Jamais,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 50 à 64 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Dance,Pop / Rock",En voiture,Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,Un autoradio,Plusieurs fois par jour,NULL,Jamais,
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Jazz,R&B,Soul,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 3 fois par mois,NULL,Une chaîne Hifi,1 à 3 fois par mois,Uniquement de façon légale,Moins souvent,
HOMME,De 35 à 49 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Pop / Rock,Classique","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,IleDeFrance,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,AuvergneRhoneAlpes,"Jazz,Metal,Musiques du monde,Pop / Rock,Classique","Au réveil ou avant de vous endormir,En faisant du sport ou des activités récréatives",NULL,1 à 5 fois par semaine,NULL,"Une enceinte intelligente (que vous commandez à la voix, comme Amazon Echo ou Google Home)",1 à 5 fois par semaine,NULL,Moins souvent,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
FEMME,De 65 à plus,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"Variété Française,Pop / Rock,Classique",En voiture,NULL,1 à 5 fois par semaine,5 concerts/festivals ou plus,Un autoradio,1 à 5 fois par semaine,NULL,Moins souvent,
HOMME,De 35 à 49 ans,Célibataire,2 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Jazz,Pop / Rock",En voiture,Moins de 1 heure / jour,Tous les jours ou presque,NULL,Un autoradio,Plusieurs fois par jour,NULL,Moins souvent,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"Variété Française,Electronique,Pop / Rock","En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Tous les jours ou presque,Aucun,Un écran de télévision,1 à 5 fois par semaine,Autant de manière légale qu’illégale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,Variété Française,En voiture,NULL,1 à 5 fois par semaine,NULL,NULL,1 à 5 fois par semaine,Uniquement de façon légale,Jamais,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 50 à 64 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,AuvergneRhoneAlpes,Variété Française,En voiture,NULL,1 à 3 fois par mois,NULL,Un ordinateur,1 à 3 fois par mois,Uniquement de façon légale,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 50 à 64 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,Electronique,Reggae,Musiques du monde,Pop / Rock,Classique","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture",Moins de 1 heure / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Une chaîne Hifi,Tous les jours ou presque,NULL,1 à 3 fois par mois,
HOMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Dance,Pop / Rock","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Une chaîne Hifi,Plusieurs fois par jour,NULL,Tous les jours ou presque,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 50 à 64 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,IleDeFrance,Variété Française,En voiture,NULL,Moins souvent,NULL,Un ordinateur,Plusieurs fois par jour,NULL,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
FEMME,De 50 à 64 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Variété Française,Musiques du monde","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Une tablette,1 à 5 fois par semaine,Uniquement de façon légale,Tous les jours ou presque,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 50 à 64 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,Pop / Rock,"Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un poste de radio / un radioréveil,Tous les jours ou presque,NULL,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,Variété Française,"En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Une chaîne Hifi,Tous les jours ou presque,NULL,Tous les jours ou presque,
HOMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,Rap / Hip-Hop,Sous la douche ou en vous préparant,Moins de 1 heure / jour,Plusieurs fois par jour,NULL,NULL,Plusieurs fois par jour,NULL,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Pop / Rock","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,NULL,Un poste de radio / un radioréveil,Plusieurs fois par jour,NULL,Plusieurs fois par jour,
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,IleDeFrance,Variété Française,"En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,NULL,Un poste de radio / un radioréveil,1 à 5 fois par semaine,NULL,Tous les jours ou presque,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Dance,Musiques du monde,Rap / Hip-Hop",En cuisinant ou pendant les tâches ménagères,NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,NULL,1 à 5 fois par semaine,NULL,Moins souvent,Des réseaux sociaux (Instagram / Facebook / Snapchat…)
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Metal,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un poste de radio / un radioréveil,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Aucun,PlusDe100000Habitants,LanguedocRoussillonMidiP,"Dance,R&B,Soul,Reggae,Musiques du monde,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,Aucun,Un smartphone,Plusieurs fois par jour,NULL,Plusieurs fois par jour,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Electronique,Musiques du monde,Rap / Hip-Hop","En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,NULL,Plusieurs fois par jour,Uniquement de façon légale,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,R&B,Pop / Rock",En cuisinant ou pendant les tâches ménagères,NULL,1 à 5 fois par semaine,Aucun,NULL,1 à 5 fois par semaine,NULL,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Dance,R&B,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",Entre 2 et 3 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,NULL,Moins souvent,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,IleDeFrance,"Variété Française,R&B,Soul,Reggae",En voiture,NULL,1 à 3 fois par mois,NULL,Un autoradio,1 à 5 fois par semaine,NULL,1 à 5 fois par semaine,
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Aucun,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Reggae","En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,3 ou 4 concerts/festivals,"Une enceinte intelligente (que vous commandez à la voix, comme Amazon Echo ou Google Home)",1 à 5 fois par semaine,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Pop / Rock","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",Plus de 6 heures /jour,Tous les jours ou presque,5 concerts/festivals ou plus,Un autoradio,Tous les jours ou presque,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,Moins souvent,
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Dance,R&B,Soul,Reggae,Pop / Rock,Rap / Hip-Hop","En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un autoradio,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,R&B","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,Aucun,Un poste de radio / un radioréveil,Tous les jours ou presque,NULL,1 à 3 fois par mois,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Jazz,Dance,Reggae,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En voiture",Entre 2 et 3 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Tous les jours ou presque,Uniquement de façon légale,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,Electronique,Pop / Rock","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,NULL,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,1 à 3 fois par mois,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,Pop / Rock,"En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,"Une enceinte intelligente (que vous commandez à la voix, comme Amazon Echo ou Google Home)",Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,NordPasDeCalaisPicardie,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Dance,Electronique,Metal,R&B,Soul,Reggae,Musiques du monde,Pop / Rock","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,NULL,NULL,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Pop / Rock",En faisant du sport ou des activités récréatives,Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,Une enceinte ou une barre de son (connectées par un fil ou en Bluetooth),Tous les jours ou presque,NULL,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Célibataire,2 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Dance,R&B,Pop / Rock,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un smartphone,1 à 5 fois par semaine,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Pop / Rock",En voiture,NULL,1 à 5 fois par semaine,NULL,Une chaîne Hifi,1 à 5 fois par semaine,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Electronique,R&B,Soul,Reggae,Pop / Rock,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Tous les jours ou presque,NULL,Une enceinte ou une barre de son (connectées par un fil ou en Bluetooth),Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,IleDeFrance,"Variété Française,R&B,Rap / Hip-Hop",Dans les transports ou sur le chemin des études ou du travail,NULL,1 à 5 fois par semaine,NULL,NULL,1 à 5 fois par semaine,Uniquement de façon légale,Moins souvent,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Pop / Rock,Classique","Au réveil ou avant de vous endormir,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Un écran de télévision,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,Variété Française,Dans les transports ou sur le chemin des études ou du travail,NULL,1 à 3 fois par mois,NULL,Un poste de radio / un radioréveil,Plusieurs fois par jour,Uniquement de façon légale,1 à 3 fois par mois,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,LanguedocRoussillonMidiP,Variété Française,"En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,NULL,Un autoradio,1 à 5 fois par semaine,NULL,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 35 à 49 ans,Couple,3 personnes,Aucun,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Dance,Electronique,R&B,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,Aucun,Un autoradio,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,BourgogneFrancheComte,Variété Française,En faisant du sport ou des activités récréatives,NULL,1 à 5 fois par semaine,NULL,NULL,1 à 3 fois par mois,NULL,1 à 5 fois par semaine,Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...)
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,Pop / Rock,Classique","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Une tablette,Plusieurs fois par jour,NULL,Plusieurs fois par jour,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"Variété Française,Jazz,Dance,Metal,R&B,Soul,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives",NULL,1 à 3 fois par mois,NULL,Un ordinateur,1 à 3 fois par mois,Autant de manière légale qu’illégale,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
